bairro,rua,cidade,estacao,tipo,distance_km
Santana,R PAULO GONÇALVES,São Paulo,Carandiru,metro,1.521288999641546
Casa Verde,R Piracema 265,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.9366640190279043
Casa Verde,R Piracema 265,São Paulo,Santana,metro,1.6761966546139537
Vila Carrão,AVENIDA CONSELHEIRO CARRAO,São Paulo,Vila Matilde,metro,1.9811314060102663
Vila Carrão,AVENIDA CONSELHEIRO CARRAO,São Paulo,Penha,metro,1.44867289615833
Vila Clementino,Rua José de Magalhães,São Paulo,Vila Mariana,metro,1.6800597267739894
Vila Clementino,Rua José de Magalhães,São Paulo,Santa Cruz,metro,1.0563984406376672
Vila Clementino,Rua José de Magalhães,São Paulo,Praça da Árvore,metro,1.7131739287906218
Vila Clementino,Rua José de Magalhães,São Paulo,Chácara Klabin,metro,1.8070853506535736
Vila Prudente,R Ibitirama,São Paulo,Tamanduateí,metro,1.1329399166452248
Vila Prudente,R Ibitirama,São Paulo,Vila Prudente,metro,0.3009859804913475
Tucuruvi,R FELICIANO BICUDO,São Paulo,Tucuruvi,metro,1.2863070609152514
Tucuruvi,R FELICIANO BICUDO,São Paulo,Parada Inglesa,metro,0.4507993303253812
Tucuruvi,R FELICIANO BICUDO,São Paulo,Jardim São Paulo Ayrton Senna,metro,0.5768336048179534
Tucuruvi,R FELICIANO BICUDO,São Paulo,Santana,metro,1.986505059450759
Vila Mariana,RUA EÇA DE QUEIRÓZ,São Paulo,São Joaquim,metro,1.9727227197095571
Vila Mariana,RUA EÇA DE QUEIRÓZ,São Paulo,Vergueiro,metro,1.185002386336635
Vila Mariana,RUA EÇA DE QUEIRÓZ,São Paulo,Paraíso,metro,0.4161791519719922
Vila Mariana,RUA EÇA DE QUEIRÓZ,São Paulo,Ana Rosa,metro,0.5148775516828102
Vila Mariana,RUA EÇA DE QUEIRÓZ,São Paulo,Vila Mariana,metro,1.5366625319600475
Vila Mariana,RUA EÇA DE QUEIRÓZ,São Paulo,Brigadeiro,metro,1.701198543693368
Vila Mariana,RUA EÇA DE QUEIRÓZ,São Paulo,Paraíso,metro,0.5526857792059554
Vila Mariana,RUA EÇA DE QUEIRÓZ,São Paulo,Ana Rosa,metro,0.2810697342518736
Vila Mariana,RUA EÇA DE QUEIRÓZ,São Paulo,Chácara Klabin,metro,1.9094215480509584
Tatuapé,Alcacer Kehir,São Paulo,Carrao,metro,1.9481805552639757
Tatuapé,Rua Azevedo Soares,São Paulo,Carrao,metro,1.1614344560602574
Tatuapé,Rua Azevedo Soares,São Paulo,Tatuape,metro,1.6557964984494706
Penha,Avenida Padres Olivetanos,São Paulo,Guilhermina – Esperança,metro,1.073416614538311
Penha,Avenida Padres Olivetanos,São Paulo,Vila Matilde,metro,0.7945320275419655
Penha,Avenida Padres Olivetanos,São Paulo,Penha,metro,1.8626627588371119
Perdizes,Rua Cardoso de Almeida,São Paulo,Marechal Deodoro,metro,1.6779704472483712
Perdizes,Rua Cardoso de Almeida,São Paulo,Barra Funda,metro,1.7147046426248067
Perdizes,Rua Cardoso de Almeida,São Paulo,Sumaré,metro,1.4929199029721099
Perdizes,Rua Cardoso de Almeida,São Paulo,Clínicas,metro,1.5401592591633344
Perdizes,Rua Cardoso de Almeida,São Paulo,Paulista,metro,1.81847363484591
Saúde,Rua Doutor Francisco José Longo,São Paulo,Vila Mariana,metro,1.927326063808086
Saúde,Rua Doutor Francisco José Longo,São Paulo,Santa Cruz,metro,1.2513308494244435
Saúde,Rua Doutor Francisco José Longo,São Paulo,Praça da Árvore,metro,1.065740298880184
Saúde,Rua Doutor Francisco José Longo,São Paulo,Chácara Klabin,metro,1.6133237346972982
Saúde,Rua Doutor Francisco José Longo,São Paulo,Santos – Imigrantes,metro,1.3427016480116931
Saúde,Rua Doutor Francisco José Longo,São Paulo,Alto do Ipiranga,metro,1.528453259314797
Aclimação,Rua Bueno de Andrade,São Paulo,Pedro II,metro,1.8513135454600653
Aclimação,Rua Bueno de Andrade,São Paulo,Se,metro,1.7558955237514569
Aclimação,Rua Bueno de Andrade,São Paulo,Japão - Liberdade,metro,1.3856252521618821
Aclimação,Rua Bueno de Andrade,São Paulo,São Joaquim,metro,1.0929353036681886
Aclimação,Rua Bueno de Andrade,São Paulo,Vergueiro,metro,1.1825436905310749
Aclimação,Rua Bueno de Andrade,São Paulo,Paraíso,metro,1.6580648484690381
Aclimação,Rua Bueno de Andrade,São Paulo,Ana Rosa,metro,1.992993412090437
Aclimação,Rua Bueno de Andrade,São Paulo,Paraíso,metro,1.6543114944788024
Aclimação,Rua Bueno de Andrade,São Paulo,Ana Rosa,metro,1.8919185087036192
Sacomã,RUA ITAITUBA,São Paulo,Sacomã,metro,1.7211835001835667
Mooca,RUA FRANCISCO SOLEDADE,São Paulo,Vila Prudente,metro,1.5518940988436156
Real Parque,Rua Barão de Castro Lima,São Paulo,Vila Olimpia,trem,1.9155470678587572
Real Parque,Rua Barão de Castro Lima,São Paulo,Berrini,trem,0.8176724697869443
Santana,R Aluísio Azevedo,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.898873261080614
Santana,R Aluísio Azevedo,São Paulo,Santana,metro,1.0940663135614903
Santana,R Aluísio Azevedo,São Paulo,Carandiru,metro,1.5617614171752232
Cambuci,Avenida Lacerda Franco,São Paulo,São Joaquim,metro,1.934466307019195
Cambuci,Avenida Lacerda Franco,São Paulo,Vergueiro,metro,1.8881373174405236
Saúde,Rua General Chagas Santos 1016,São Paulo,Praça da Árvore,metro,1.545663549547234
Saúde,Rua General Chagas Santos 1016,São Paulo,Alto do Ipiranga,metro,1.8592628309105637
Limão,Avenida Ordem e Progresso 1140,São Paulo,Barra Funda,metro,1.6320797728715233
Santana,RUA BANCO DAS PALMAS 385,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.5817433311189901
Santana,RUA BANCO DAS PALMAS 385,São Paulo,Santana,metro,0.43502411580440076
Santana,RUA BANCO DAS PALMAS 385,São Paulo,Carandiru,metro,0.9634308894943743
Santana,RUA BANCO DAS PALMAS 385,São Paulo,Portuguesa-Tietê,metro,1.6944693821374623
Vila Mariana,Rua Arminda Fernandes de Almeida,São Paulo,Ana Rosa,metro,1.5259463745435522
Vila Mariana,Rua Arminda Fernandes de Almeida,São Paulo,Vila Mariana,metro,0.9049888328734021
Vila Mariana,Rua Arminda Fernandes de Almeida,São Paulo,Santa Cruz,metro,1.790479189443551
Vila Mariana,Rua Arminda Fernandes de Almeida,São Paulo,Ana Rosa,metro,1.7742870212070747
Vila Mariana,Rua Arminda Fernandes de Almeida,São Paulo,Chácara Klabin,metro,0.8162297871512627
Vila Mariana,Rua Arminda Fernandes de Almeida,São Paulo,Santos – Imigrantes,metro,1.0534799737807634
Vila Mariana,Rua Arminda Fernandes de Almeida,São Paulo,Alto do Ipiranga,metro,1.7687068232188388
Sacomã,RUA MARQUÊS DE MARICÁ,São Paulo,Sacomã,metro,1.2987729139616966
Tatuapé,diamante preto,São Paulo,Penha,metro,1.7944347809231445
Tatuapé,diamante preto,São Paulo,Carrao,metro,0.7031520749955253
Tatuapé,diamante preto,São Paulo,Tatuape,metro,1.8790862624872586
Tucuruvi,Rua Bento Araújo,São Paulo,Tucuruvi,metro,1.6391759605483909
Jardim Marajoara,R MOACIR SIMÕES DA ROCHA,São Paulo,Jurubatuba,trem,1.9330548158330376
Santana,Rua Pedro Doll,São Paulo,Parada Inglesa,metro,1.9056860347248206
Santana,Rua Pedro Doll,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.0422062442557714
Santana,Rua Pedro Doll,São Paulo,Santana,metro,1.2522968540312074
Santana,Rua Pedro Doll,São Paulo,Carandiru,metro,1.9726937998426723
Tatuapé,Apucarana,São Paulo,Carrao,metro,0.24629187874919473
Tatuapé,Apucarana,São Paulo,Tatuape,metro,1.2041651367520194
Santana,AVENIDA BRAZ LEME,São Paulo,Santana,metro,0.900125833108701
Santana,AVENIDA BRAZ LEME,São Paulo,Carandiru,metro,1.0833557586214175
Santana,AVENIDA BRAZ LEME,São Paulo,Portuguesa-Tietê,metro,1.6468545598360411
Vila Madalena,R Antônio Borba 141,São Paulo,Vila Madalena,metro,1.03568931038993
Sacomã,Avenida Santo Albano 516,São Paulo,Sacomã,metro,1.7807897684326262
Santana,Rua Altinópolis,São Paulo,Tucuruvi,metro,1.3419041728811851
Santana,Rua Altinópolis,São Paulo,Parada Inglesa,metro,0.8432624307617136
Santana,Rua Altinópolis,São Paulo,Jardim São Paulo Ayrton Senna,metro,0.94321588352132
Vila Madalena,R Antônio Borba 141,São Paulo,Vila Madalena,metro,1.03568931038993
Penha,Rua Coronel Meireles,São Paulo,Vila Matilde,metro,1.4540693408942864
Penha,Rua Coronel Meireles,São Paulo,Penha,metro,1.7409794021435363
Vila Sônia,Rua Judith Passald Esteves,São Paulo,Morumbi,trem,1.8284103596815704
Vila Sônia,Rua Judith Passald Esteves,São Paulo,Saúde,metro,1.566502112850807
Vila Sônia,Rua Judith Passald Esteves,São Paulo,São Paulo-Morumbi,metro,1.8524935007230945
Vila Prudente,Rua Antonio Genzini,São Paulo,Vila Prudente,metro,1.5941261808924474
Santana,Rua Doutor Zuquim 1782,São Paulo,Parada Inglesa,metro,1.4126891725547681
Santana,Rua Doutor Zuquim 1782,São Paulo,Jardim São Paulo Ayrton Senna,metro,0.5967691732393852
Santana,Rua Doutor Zuquim 1782,São Paulo,Santana,metro,1.3781066012783694
Vila Prudente,Rua Antônio Genzini,São Paulo,Vila Prudente,metro,1.5941261808924474
Santana,R Voluntários da Pátria,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.1855109315349794
Santana,R Voluntários da Pátria,São Paulo,Santana,metro,0.22874941264864815
Santana,R Voluntários da Pátria,São Paulo,Carandiru,metro,0.9410405667228832
Santana,R Voluntários da Pátria,São Paulo,Portuguesa-Tietê,metro,1.7132047543265316
Tatuapé,ANTONIO DE BARROS,São Paulo,Penha,metro,1.6807667985063277
Tatuapé,ANTONIO DE BARROS,São Paulo,Carrao,metro,0.6483177168102492
Tatuapé,ANTONIO DE BARROS,São Paulo,Tatuape,metro,1.9076267095483974
Tremembé,Rua Bento Araújo,São Paulo,Tucuruvi,metro,1.6937655190635004
Tatuapé,Rua Bom Sucesso,São Paulo,Carrao,metro,1.6652011400549975
Tatuapé,Rua Bom Sucesso,São Paulo,Tatuape,metro,0.8056483530510333
Tatuapé,Rua Bom Sucesso,São Paulo,Belem,metro,1.4327658033495332
Vila Carrão,Rua Tamaindê,São Paulo,Vila Matilde,metro,1.4644640691256128
Vila Carrão,Rua Tamaindê,São Paulo,Penha,metro,1.5996494954034026
Vila Gustavo,Avenida Gustavo Adolfo,São Paulo,Tucuruvi,metro,1.4098236288548205
Tatuapé,Cambembe,São Paulo,Carrao,metro,1.81811034163874
Tatuapé,Cambembe,São Paulo,Tatuape,metro,1.3243080664214335
Tatuapé,Cambembe,São Paulo,Belem,metro,1.9447222549286476
Santana,Voluntarios da Patria 3533,São Paulo,Parada Inglesa,metro,1.5995327622326878
Santana,Voluntarios da Patria 3533,São Paulo,Jardim São Paulo Ayrton Senna,metro,0.8632208192663836
Santana,Voluntarios da Patria 3533,São Paulo,Santana,metro,1.5079713422447436
Tatuapé,Rua Urumajó,São Paulo,Carrao,metro,0.5213977074220124
Tatuapé,Rua Urumajó,São Paulo,Tatuape,metro,1.6439614822375683
Real Parque,Rua Camillo Nader,São Paulo,Berrini,trem,1.384864775716784
Tatuapé,Rua Duarte de Carvalho 155,São Paulo,Carrao,metro,0.8584188606608487
Tatuapé,Rua Duarte de Carvalho 155,São Paulo,Tatuape,metro,0.8047900392898787
Morumbi,Avenida Giovanni Gronchi,São Paulo,Morumbi,trem,1.4508340672332798
Morumbi,Avenida Giovanni Gronchi,São Paulo,Saúde,metro,1.1313810182689608
Morumbi,Avenida Giovanni Gronchi,São Paulo,São Paulo-Morumbi,metro,1.4457317628738968
Vila Sônia,R Armando Barreto 274,São Paulo,Morumbi,trem,1.731050504381311
Vila Sônia,R Armando Barreto 274,São Paulo,Saúde,metro,1.4492060492002734
Vila Sônia,R Armando Barreto 274,São Paulo,São Paulo-Morumbi,metro,1.7508730383973157
Santana,Rua Voluntários da Pátria,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.1855109315349794
Santana,Rua Voluntários da Pátria,São Paulo,Santana,metro,0.22874941264864815
Santana,Rua Voluntários da Pátria,São Paulo,Carandiru,metro,0.9410405667228832
Santana,Rua Voluntários da Pátria,São Paulo,Portuguesa-Tietê,metro,1.7132047543265316
Ipiranga,Rua Pedro Victor,São Paulo,Vila Mariana,metro,1.7760491947289172
Ipiranga,Rua Pedro Victor,São Paulo,Chácara Klabin,metro,1.4440948753037626
Ipiranga,Rua Pedro Victor,São Paulo,Santos – Imigrantes,metro,0.48491965165383477
Ipiranga,Rua Pedro Victor,São Paulo,Alto do Ipiranga,metro,0.5660142385034139
Ipiranga,Rua Pedro Victor,São Paulo,Sacomã,metro,1.591244927972609
Saúde,Rua Cônego José Norberto,São Paulo,Santos – Imigrantes,metro,1.911533648906319
Saúde,Rua Cônego José Norberto,São Paulo,Alto do Ipiranga,metro,1.180394184483988
Saúde,Rua Cônego José Norberto,São Paulo,Sacomã,metro,1.1800857031655787
Santana,Rua Augusto Tolle,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.5331419193504627
Santana,Rua Augusto Tolle,São Paulo,Santana,metro,1.7431595453249773
Cidade Líder,Rua Sebastião Ivo,São Paulo,Itaquera,metro,1.5083686695479768
Ipiranga,Rua Pedro Victor,São Paulo,Vila Mariana,metro,1.7760491947289172
Ipiranga,Rua Pedro Victor,São Paulo,Chácara Klabin,metro,1.4440948753037626
Ipiranga,Rua Pedro Victor,São Paulo,Santos – Imigrantes,metro,0.48491965165383477
Ipiranga,Rua Pedro Victor,São Paulo,Alto do Ipiranga,metro,0.5660142385034139
Ipiranga,Rua Pedro Victor,São Paulo,Sacomã,metro,1.591244927972609
Real Parque,Rua Barão Campos Gerais,São Paulo,Berrini,trem,1.2268127943492666
Jardim Marajoara,Rua Moacir Simões da Rocha,São Paulo,Jurubatuba,trem,1.9330548158330376
Jardim Marajoara,R Iepê,São Paulo,Socorro,trem,1.6679180196726475
Jardim Marajoara,R Iepê,São Paulo,Jurubatuba,trem,1.7156608497962138
Vila Prudente,\"\",São Paulo,Tamanduateí,metro,1.938700479185598
Vila Prudente,\"\",São Paulo,Vila Prudente,metro,1.1059957256065
Belém,Avenida Celso Garcia,São Paulo,Carrao,metro,1.8878871280187575
Belém,Avenida Celso Garcia,São Paulo,Tatuape,metro,0.8281351012107215
Belém,Avenida Celso Garcia,São Paulo,Belem,metro,1.1155723552959451
Interlagos,Avenida Engenheiro José Salles,São Paulo,Jurubatuba,trem,1.4749305029306838
Santana,R Garção Tinoco,São Paulo,Parada Inglesa,metro,1.8030841295318967
Santana,R Garção Tinoco,São Paulo,Jardim São Paulo Ayrton Senna,metro,0.8117164511926354
Santana,R Garção Tinoco,São Paulo,Santana,metro,0.6268557526662136
Santana,R Garção Tinoco,São Paulo,Carandiru,metro,1.3329181864246447
Santana,Rua Damiana da Cunha,São Paulo,Santana,metro,1.3198018437714547
Santana,Rua Damiana da Cunha,São Paulo,Carandiru,metro,1.639546733437012
Vila Prudente,R Ibitirama,São Paulo,Tamanduateí,metro,1.1329399166452248
Vila Prudente,R Ibitirama,São Paulo,Vila Prudente,metro,0.3009859804913475
Carrão,Rua Antônio de Barros,São Paulo,Penha,metro,1.7765098006669826
Carrão,Rua Antônio de Barros,São Paulo,Carrao,metro,0.9779130267042957
Santana,Rua Rubiácea,São Paulo,Tucuruvi,metro,1.1106222955681213
Santana,Rua Rubiácea,São Paulo,Parada Inglesa,metro,0.5899923564530632
Santana,Rua Rubiácea,São Paulo,Jardim São Paulo Ayrton Senna,metro,0.941285577093447
Tatuapé,Visconde de Itaborai,São Paulo,Carrao,metro,0.9541006759098352
Tatuapé,Visconde de Itaborai,São Paulo,Tatuape,metro,0.40073009073415994
Tatuapé,Visconde de Itaborai,São Paulo,Belem,metro,1.734935822412967
Real Parque,rua dom paulo pedrosa,São Paulo,Berrini,trem,1.429297491633931
Butantã,R MONTE CASEROS,São Paulo,Morumbi,trem,1.5355072789420978
Butantã,R MONTE CASEROS,São Paulo,Saúde,metro,1.829165263032305
Butantã,R MONTE CASEROS,São Paulo,São Paulo-Morumbi,metro,1.5568065775051259
Interlagos,Rua Professor Enéas de Siqueira Neto,São Paulo,Grajau,trem,1.638786845125118
Santana,Rua Frei Vicente do Salvador 367,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.1267714196689362
Santana,Rua Frei Vicente do Salvador 367,São Paulo,Santana,metro,0.6545905004568143
Santana,Rua Frei Vicente do Salvador 367,São Paulo,Carandiru,metro,1.3683976773106032
Jardim Bonfiglioli,Rua Poetisa Colombina 143,São Paulo,Morumbi,trem,1.282353800510708
Jardim Bonfiglioli,Rua Poetisa Colombina 143,São Paulo,Saúde,metro,1.4447965953328288
Jardim Bonfiglioli,Rua Poetisa Colombina 143,São Paulo,São Paulo-Morumbi,metro,1.323815589697728
Belém,Rua Intendência,São Paulo,Tatuape,metro,1.9361349922159827
Belém,Rua Intendência,São Paulo,Belem,metro,0.9377270335508336
Belém,Rua Intendência,São Paulo,Bresser-Mocca,metro,1.7524167857377708
Vila Mariana,COLÔNIA DA GLORIA,São Paulo,Paraíso,metro,1.9547031628292075
Vila Mariana,COLÔNIA DA GLORIA,São Paulo,Ana Rosa,metro,1.3954857494887034
Vila Mariana,COLÔNIA DA GLORIA,São Paulo,Vila Mariana,metro,0.9873016312865142
Vila Mariana,COLÔNIA DA GLORIA,São Paulo,Santa Cruz,metro,1.9619909516695309
Vila Mariana,COLÔNIA DA GLORIA,São Paulo,Ana Rosa,metro,1.6243936070862226
Vila Mariana,COLÔNIA DA GLORIA,São Paulo,Chácara Klabin,metro,0.9924250677284608
Vila Mariana,COLÔNIA DA GLORIA,São Paulo,Santos – Imigrantes,metro,1.3188048155753733
Ipiranga,Rua Pedro Victor,São Paulo,Vila Mariana,metro,1.7760491947289172
Ipiranga,Rua Pedro Victor,São Paulo,Chácara Klabin,metro,1.4440948753037626
Ipiranga,Rua Pedro Victor,São Paulo,Santos – Imigrantes,metro,0.48491965165383477
Ipiranga,Rua Pedro Victor,São Paulo,Alto do Ipiranga,metro,0.5660142385034139
Ipiranga,Rua Pedro Victor,São Paulo,Sacomã,metro,1.591244927972609
Perdizes,R ITAPICURU,São Paulo,Marechal Deodoro,metro,1.3110827339973132
Perdizes,R ITAPICURU,São Paulo,Barra Funda,metro,1.0877445674762567
Jaguaré,Avenida Miguel Frias e Vasconcelos 756,São Paulo,Ceasa,trem,1.6475352508716092
Jaguaré,Avenida Miguel Frias e Vasconcelos 756,São Paulo,Villa Lobos,trem,1.2450645488349132
Saúde,Rua Padre Machado,São Paulo,Vila Mariana,metro,1.3341520200834873
Saúde,Rua Padre Machado,São Paulo,Santa Cruz,metro,0.8532518885001988
Saúde,Rua Padre Machado,São Paulo,Praça da Árvore,metro,1.346104384538318
Saúde,Rua Padre Machado,São Paulo,Chácara Klabin,metro,1.01466429986978
Saúde,Rua Padre Machado,São Paulo,Santos – Imigrantes,metro,0.9558343604769242
Saúde,Rua Padre Machado,São Paulo,Alto do Ipiranga,metro,1.4514807569117025
Sacomã,Rua Elba,São Paulo,Alto do Ipiranga,metro,1.7605070070965914
Sacomã,Rua Elba,São Paulo,Sacomã,metro,0.7186028976425756
Vila Mariana,Rua Joinville 367,São Paulo,Vergueiro,metro,1.668561120392124
Vila Mariana,Rua Joinville 367,São Paulo,Paraíso,metro,1.0304075554524557
Vila Mariana,Rua Joinville 367,São Paulo,Ana Rosa,metro,1.1284494500485407
Vila Mariana,Rua Joinville 367,São Paulo,Vila Mariana,metro,1.9075143796515683
Vila Mariana,Rua Joinville 367,São Paulo,Brigadeiro,metro,1.6752969415157184
Vila Mariana,Rua Joinville 367,São Paulo,Paraíso,metro,1.04907742437608
Vila Mariana,Rua Joinville 367,São Paulo,Ana Rosa,metro,0.9807626560573286
Interlagos,Avenida Engenheiro José Salles,São Paulo,Jurubatuba,trem,1.4749305029306838
Tatuapé,Rua Carlos Silva,São Paulo,Penha,metro,0.8642432966806737
Tatuapé,Rua Carlos Silva,São Paulo,Carrao,metro,1.5027939789189129
Santana,Rua Voluntários da Pátria,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.1855109315349794
Santana,Rua Voluntários da Pátria,São Paulo,Santana,metro,0.22874941264864815
Santana,Rua Voluntários da Pátria,São Paulo,Carandiru,metro,0.9410405667228832
Santana,Rua Voluntários da Pátria,São Paulo,Portuguesa-Tietê,metro,1.7132047543265316
Sacomã,Rua Regino Aragão 187,São Paulo,Sacomã,metro,1.1987538284407997
Tatuapé,Rua Cantagalo,São Paulo,Carrao,metro,0.8223700257417302
Tatuapé,Rua Cantagalo,São Paulo,Tatuape,metro,1.6606176748662
Morumbi,R Corgie Assad Abdalla 1010,São Paulo,Morumbi,trem,1.5726095619547347
Morumbi,R Corgie Assad Abdalla 1010,São Paulo,Saúde,metro,1.2594432666328546
Morumbi,R Corgie Assad Abdalla 1010,São Paulo,São Paulo-Morumbi,metro,1.5820381844846907
Jaguaré,Av Miguel Frias e Vasconcelos 1339,São Paulo,Ceasa,trem,1.3156389139551246
Jaguaré,Av Miguel Frias e Vasconcelos 1339,São Paulo,Villa Lobos,trem,1.432632430621534
Socorro,Avenida Engenheiro José Salles,São Paulo,Jurubatuba,trem,1.4749305029306838
Panamby,Rua Deputado Laércio Corte,São Paulo,Granja Julieta,trem,1.6844505684023863
Sacomã,Avenida Santo Albano 516,São Paulo,Sacomã,metro,1.7807897684326262
Sacomã,\"\",São Paulo,Sacomã,metro,1.5793508227419824
Saúde,R DAS MANGUEIRAS,São Paulo,Praça da Árvore,metro,1.8322679419840104
Saúde,R DAS MANGUEIRAS,São Paulo,São Judas,metro,1.5999730532751766
Tatuapé,RUA TENENTE GELÁS,São Paulo,Penha,metro,1.6597495455002855
Tatuapé,RUA TENENTE GELÁS,São Paulo,Carrao,metro,1.102353709587616
Mooca,RUA DOS CAPITÃES MORES,São Paulo,Belem,metro,1.603243267473286
Mooca,RUA DOS CAPITÃES MORES,São Paulo,Bresser-Mocca,metro,1.70050807128352
Jardim Bonfiglioli,Rua Poetisa Colombina 143,São Paulo,Morumbi,trem,1.282353800510708
Jardim Bonfiglioli,Rua Poetisa Colombina 143,São Paulo,Saúde,metro,1.4447965953328288
Jardim Bonfiglioli,Rua Poetisa Colombina 143,São Paulo,São Paulo-Morumbi,metro,1.323815589697728
Vila Prudente,RUA IBITIRAMA,São Paulo,Tamanduateí,metro,1.1329399166452248
